Customer ID,segment,Recency,Frequency,Monetary
12499,hibernating,561,1,393.71999999999997
12500,loyal_customers,436,8,1697.39
12503,hibernating,585,1,1126.0
12504,about_to_sleep,418,2,297.00000000000006
12505,about_to_sleep,409,1,955.1999999999999
12507,hibernating,585,1,539.25
12510,cant_loose,460,7,4195.450000000001
12511,about_to_sleep,429,1,3084.0200000000004
12514,hibernating,642,1,580.0799999999999
12516,about_to_sleep,431,2,1336.56
12519,hibernating,477,1,385.7
12523,champions,375,12,2582.38
12524,loyal_customers,389,9,6640.389999999999
12525,at_Risk,499,3,973.7300000000001
12527,hibernating,495,2,386.8
12529,hibernating,529,1,316.47999999999996
12530,loyal_customers,416,5,2096.98
12531,hibernating,687,1,1807.9799999999996
12533,hibernating,628,2,1367.89
12537,about_to_sleep,409,1,732.94
12538,new_customers,379,1,276.5
12539,at_Risk,451,3,5646.4
12540,champions,379,16,8854.25
12542,hibernating,485,2,481.88
12543,hibernating,449,1,980.25
12547,hibernating,501,1,175.77999999999997
12549,at_Risk,576,6,1575.6799999999998
12553,potential_loyalists,386,2,916.47
12554,hibernating,449,1,468.5
12555,hibernating,683,1,129.23
12557,champions,372,4,6725.18
12562,potential_loyalists,386,2,1185.18
12563,about_to_sleep,409,1,249.24
12567,champions,368,7,4308.58
12568,hibernating,645,1,70.0
12570,hibernating,683,1,77.52
12573,loyal_customers,382,4,556.8700000000001
12575,hibernating,458,2,622.8199999999999
12576,potential_loyalists,393,3,826.8900000000001
12577,loyal_customers,382,5,995.95
12578,potential_loyalists,386,2,1847.9400000000003
12580,hibernating,577,1,637.2
12582,about_to_sleep,423,2,1469.04
12583,champions,374,13,7166.0599999999995
12586,potential_loyalists,375,3,1865.73
12588,potential_loyalists,400,3,743.8800000000001
12589,loyal_customers,422,6,4048.9799999999996
12591,potential_loyalists,391,2,899.3
12592,at_Risk,520,3,2145.0599999999995
12594,champions,379,5,1751.8899999999999
12595,hibernating,505,1,299.02000000000004
12598,at_Risk,464,3,1511.0100000000002
12599,loyal_customers,382,6,1264.1399999999999
12600,champions,372,12,2444.88
12601,about_to_sleep,405,1,104.2
12605,champions,377,4,1232.95
12606,hibernating,683,1,21.0
12608,about_to_sleep,405,1,415.78999999999996
12609,champions,375,6,2309.0099999999998
12613,loyal_customers,389,5,3490.69
12615,loyal_customers,414,4,3449.79
12616,promising,389,1,417.79999999999995
12619,hibernating,561,1,140.14
12621,champions,366,16,11086.14
12623,loyal_customers,417,6,3442.74
12625,hibernating,510,2,2481.06
12629,potential_loyalists,386,2,1558.2199999999998
12631,at_Risk,457,5,2841.07
12632,hibernating,521,2,804.88
12633,potential_loyalists,383,3,3514.18
12634,hibernating,536,2,490.0
12635,potential_loyalists,393,2,1241.23
12636,hibernating,739,1,141.0
12637,champions,379,4,2318.41
12638,hibernating,640,1,249.8
12639,about_to_sleep,435,2,826.2700000000001
12643,loyal_customers,386,6,5005.78
12644,need_attention,431,3,1440.5800000000002
12645,loyal_customers,410,4,1764.1200000000001
12647,champions,368,27,14201.529999999999
12648,at_Risk,438,3,793.95
12649,loyal_customers,383,5,1671.1400000000003
12651,potential_loyalists,379,3,263.75
12652,about_to_sleep,435,1,97.05000000000001
12653,hibernating,527,1,1950.98
12655,about_to_sleep,424,1,261.35
12656,need_attention,426,3,2356.66
12661,hibernating,437,1,162.00000000000003
12662,champions,374,10,3138.2400000000002
12663,hibernating,625,2,239.4
12664,hibernating,515,2,1188.16
12665,about_to_sleep,418,2,250.6
12666,promising,395,1,1248.42
12668,champions,379,6,7637.530000000001
12670,potential_loyalists,386,2,764.24
12671,hibernating,607,1,2622.481
12672,hibernating,596,1,211.15000000000003
12673,about_to_sleep,402,1,619.5
12675,hibernating,554,2,958.5000000000001
12676,loyal_customers,409,5,1511.7
12677,hibernating,556,2,395.1
12678,champions,376,9,16652.72
12681,champions,368,24,17080.739999999998
12682,champions,366,23,11745.69
12683,champions,366,8,4220.21
12686,new_customers,372,1,89.14
12687,hibernating,481,2,2138.9099999999994
12691,about_to_sleep,421,1,134.6
12692,hibernating,638,1,110.95
12693,potential_loyalists,397,3,847.1099999999999
12694,about_to_sleep,422,1,973.68
12695,at_Risk,529,3,825.02
12696,about_to_sleep,435,2,851.91
12698,hibernating,591,1,339.75
12699,about_to_sleep,418,1,638.11
12701,at_Risk,530,4,1648.7
12703,at_Risk,634,3,722.9799999999999
12705,loyal_customers,384,5,4893.81
12708,champions,369,9,2601.19
12709,champions,367,20,21356.82
12711,hibernating,612,2,1339.0499999999997
12712,champions,366,10,2797.53
12714,loyal_customers,389,7,9384.85
12717,hibernating,591,1,277.93
12720,champions,370,6,2478.9399999999996
12721,potential_loyalists,386,2,1356.95
12724,potential_loyalists,384,3,1286.1100000000001
12725,champions,372,4,2266.7599999999998
12726,loyal_customers,388,4,1405.5000000000002
12727,at_Risk,443,3,1698.8300000000002
12728,promising,384,1,233.84
12730,hibernating,522,1,829.2500000000001
12731,at_Risk,443,5,6879.800000000001
12733,potential_loyalists,390,3,2040.92
12734,potential_loyalists,375,2,529.25
12737,hibernating,499,2,3710.5
12738,new_customers,373,1,155.35
12739,potential_loyalists,386,2,1713.69
12741,hibernating,530,2,406.07
12742,hibernating,626,1,1201.5200000000002
12744,at_Risk,460,4,4037.769999999999
12745,at_Risk,487,3,925.4100000000001
12746,hibernating,541,1,254.55
12747,champions,370,16,5080.530000000001
12748,champions,366,144,22879.659999999996
12749,loyal_customers,400,4,2806.4800000000005
12751,hibernating,445,1,268.27
12755,champions,366,10,5218.71
12758,at_Risk,460,5,7111.65
12759,loyal_customers,387,5,3489.3
12760,hibernating,456,1,347.8
12761,hibernating,458,2,782.9499999999999
12763,new_customers,370,1,320.08000000000004
12765,at_Risk,473,6,1404.58
12766,potential_loyalists,367,3,3078.6499999999996
12767,new_customers,376,1,949.82
12768,hibernating,451,1,168.69000000000003
12770,hibernating,457,1,1895.0
12771,hibernating,486,1,282.3
12773,hibernating,565,1,124.25
12774,hibernating,536,1,98.7
12775,potential_loyalists,389,2,300.08
12776,hibernating,668,1,55.5
12777,hibernating,458,1,519.45
12778,potential_loyalists,397,3,953.45
12779,champions,372,7,2740.91
12780,hibernating,599,1,337.3999999999999
12782,champions,375,6,2287.32
12784,hibernating,530,1,1230.3300000000002
12785,hibernating,536,2,788.45
12786,hibernating,610,1,728.5000000000001
12787,about_to_sleep,414,1,398.52
12788,at_Risk,464,4,444.9
12789,hibernating,513,2,181.5
12790,about_to_sleep,411,1,266.92999999999995
12791,champions,374,6,863.5100000000001
12792,hibernating,535,1,426.46999999999997
12793,potential_loyalists,372,2,471.85
12796,hibernating,629,1,381.0
12797,potential_loyalists,366,2,552.08
12798,about_to_sleep,422,1,1533.8899999999999
12799,hibernating,530,1,219.35000000000002
12800,at_Risk,471,3,584.25
12801,hibernating,501,1,1071.8200000000002
12802,at_Risk,443,6,1988.84
12803,promising,394,1,1092.8100000000002
12804,hibernating,466,2,327.02
12805,loyal_customers,382,4,1434.9499999999998
12806,loyal_customers,436,4,2878.96
12807,promising,384,1,330.35
12808,potential_loyalists,369,3,422.45000000000005
12809,hibernating,566,2,1266.63
12810,hibernating,535,2,534.99
12811,potential_loyalists,379,2,519.05
12813,at_Risk,502,3,1687.8
12817,potential_loyalists,400,2,524.94
12819,hibernating,459,1,540.52
12820,loyal_customers,398,7,1747.18
12821,hibernating,612,1,128.08
12823,loyal_customers,395,13,4742.0
12825,hibernating,522,2,518.63
12826,champions,366,6,1481.0300000000002
12829,hibernating,551,1,92.30000000000001
12831,hibernating,464,2,236.06
12835,loyal_customers,428,41,6043.31
12836,loyal_customers,390,11,3972.76
12837,hibernating,570,1,554.3100000000001
12838,champions,374,9,2715.35
12839,champions,368,13,4480.3099999999995
12840,at_Risk,438,3,1315.1999999999998
12841,champions,370,17,3518.33
12842,about_to_sleep,405,2,799.0000000000002
12843,loyal_customers,383,22,4886.15
12844,hibernating,443,2,322.64
12846,hibernating,683,1,15.58
12847,promising,388,1,765.36
12848,hibernating,676,1,208.0
12849,loyal_customers,382,4,2039.67
12850,hibernating,446,1,330.0
12851,hibernating,478,1,148.95
12853,loyal_customers,428,5,1950.4
12854,at_Risk,562,4,1669.52
12855,champions,373,4,612.8400000000001
12857,at_Risk,437,4,2581.6
12858,promising,384,1,177.92
12859,hibernating,459,1,575.0999999999999
12860,hibernating,694,1,55.47
12861,hibernating,620,1,68.25
12862,about_to_sleep,426,2,1008.32
12863,champions,380,5,2271.35
12864,hibernating,509,1,152.45
12865,potential_loyalists,379,2,1755.24
12866,hibernating,475,2,668.2299999999999
12867,loyal_customers,398,6,3876.4700000000003
12868,potential_loyalists,374,3,640.0000000000001
12869,hibernating,682,1,337.6700000000001
12870,potential_loyalists,376,3,1676.9500000000003
12871,hibernating,440,1,363.38
12872,champions,366,11,3085.52
12873,potential_loyalists,398,2,1653.3000000000004
12874,potential_loyalists,386,2,948.42
12875,at_Risk,472,3,1013.76
12876,potential_loyalists,395,2,1863.77
12877,loyal_customers,402,8,1419.4
12880,potential_loyalists,382,2,640.13
12887,promising,384,1,222.4
12889,loyal_customers,382,4,385.46000000000004
12890,promising,388,1,336.79999999999995
12891,cant_loose,459,8,509.5
12892,promising,397,1,263.38
12894,hibernating,576,1,157.35
12897,potential_loyalists,382,2,297.75
12898,hibernating,464,2,310.96
12899,about_to_sleep,414,1,366.4
12900,about_to_sleep,423,1,340.33000000000004
12903,about_to_sleep,429,1,833.5300000000001
12905,hibernating,577,2,1018.42
12907,potential_loyalists,396,2,508.90999999999997
12908,potential_loyalists,381,3,1026.0
12909,need_attention,425,3,924.52
12910,champions,380,5,2721.48
12911,hibernating,552,1,1680.4699999999998
12913,champions,369,9,4217.230000000001
12914,promising,401,1,223.98
12915,potential_loyalists,373,3,811.1000000000001
12916,at_Risk,443,3,1647.8699999999997
12917,loyal_customers,401,5,3765.2
12918,hibernating,627,1,10953.5
12920,at_Risk,572,3,323.86
12921,champions,367,39,19333.949999999997
12923,potential_loyalists,391,2,612.9
12924,loyal_customers,394,8,1535.7
12925,hibernating,593,1,35.28
12926,loyal_customers,412,4,1548.46
12927,promising,395,1,197.31
12928,champions,379,7,2242.19
12931,loyal_customers,381,42,50291.38
12932,cant_loose,540,8,1698.56
12933,loyal_customers,381,5,1079.5000000000002
12934,hibernating,737,1,181.65
12935,champions,376,8,2083.16
12937,at_Risk,464,5,1593.34
12939,champions,380,12,13683.0
12941,hibernating,725,1,377.49000000000007
12942,new_customers,366,1,258.75
12943,hibernating,559,2,496.5
12945,hibernating,657,1,437.16
12946,hibernating,437,1,324.45
12947,new_customers,374,1,304.03999999999996
12948,hibernating,731,2,252.48000000000002
12949,loyal_customers,383,14,11359.48
12951,loyal_customers,387,9,2149.65
12953,hibernating,523,1,498.96
12954,hibernating,639,1,162.45
12956,at_Risk,685,3,413.82
12957,at_Risk,542,5,4689.43
12958,potential_loyalists,401,2,539.49
12959,hibernating,485,1,150.95
12960,loyal_customers,414,4,1322.0700000000004
12961,new_customers,380,1,211.99
12963,champions,366,5,1744.96
12964,hibernating,438,1,132.23999999999998
12967,potential_loyalists,372,2,2646.0199999999995
12969,hibernating,603,1,122.45
12970,loyal_customers,381,6,1072.73
12971,champions,367,33,4782.880000000001
12972,loyal_customers,414,4,1161.2
12973,about_to_sleep,414,1,385.55
12974,hibernating,566,1,264.15
12975,at_Risk,437,6,2100.09
12976,champions,379,7,2417.7800000000007
12977,at_Risk,502,3,478.39
12978,loyal_customers,386,5,2502.8199999999997
12979,hibernating,730,1,517.7
12980,loyal_customers,387,12,8870.880000000001
12982,loyal_customers,395,7,2354.2700000000004
12983,hibernating,599,1,490.08000000000004
12986,loyal_customers,429,10,2729.84
12987,need_attention,421,3,753.51
12989,loyal_customers,425,18,6627.64
12990,loyal_customers,418,4,546.0
12991,promising,390,1,261.05999999999995
12992,hibernating,726,1,93.35000000000001
12993,at_Risk,446,4,844.87
12996,new_customers,376,1,355.5
12997,loyal_customers,395,4,884.02
12998,at_Risk,493,3,920.0799999999999
13000,hibernating,726,1,497.6500000000001
13001,loyal_customers,405,20,14353.279999999999
13002,about_to_sleep,417,2,293.18
13004,loyal_customers,387,18,5994.9400000000005
13005,about_to_sleep,432,2,485.98
13007,hibernating,580,1,175.25
13008,potential_loyalists,398,2,382.66
13009,hibernating,673,1,234.0
13010,potential_loyalists,375,2,330.12
13011,new_customers,373,1,50.550000000000004
13012,need_attention,430,3,1310.99
13013,champions,372,18,7814.83
13014,about_to_sleep,433,1,1914.8
13015,at_Risk,439,6,3240.14
13018,loyal_customers,414,7,2485.46
13019,champions,380,6,1229.95
13020,hibernating,563,2,618.96
13021,champions,375,8,2270.8599999999997
13022,about_to_sleep,430,1,65.3
13023,hibernating,529,1,759.1300000000001
13024,hibernating,471,2,555.8699999999999
13025,hibernating,732,1,323.39
13026,at_Risk,489,4,757.7200000000001
13027,loyal_customers,386,13,10423.199999999999
13029,potential_loyalists,375,2,679.8
13030,new_customers,369,1,427.7399999999999
13031,loyal_customers,408,5,3419.27
13032,loyal_customers,393,7,1833.37
13033,about_to_sleep,430,1,30.0
13034,potential_loyalists,370,2,279.90999999999997
13035,about_to_sleep,432,1,442.32
13036,hibernating,685,1,307.1
13037,loyal_customers,400,9,3033.88
13039,at_Risk,585,4,1010.7300000000001
13041,at_Risk,451,4,799.1300000000001
13042,at_Risk,599,3,1556.54
13044,cant_loose,493,10,4293.43
13045,about_to_sleep,402,2,503.64
13046,hibernating,457,1,319.94000000000005
13047,champions,374,17,5557.620000000001
13048,at_Risk,437,5,2248.3
13049,potential_loyalists,390,2,751.5600000000001
13050,champions,367,19,6507.67
13051,hibernating,579,2,155.8
13052,loyal_customers,421,6,2820.38
13053,hibernating,622,1,127.65
13055,about_to_sleep,430,1,1106.7
13056,hibernating,552,1,209.47999999999996
13057,at_Risk,531,3,722.0899999999999
13059,loyal_customers,414,9,2119.7700000000004
13063,hibernating,481,1,188.39999999999998
13064,hibernating,551,2,561.25
13065,champions,374,5,1055.0500000000002
13067,about_to_sleep,410,2,393.05
13069,champions,370,16,5247.01
13070,at_Risk,460,3,522.9
13071,hibernating,613,1,129.22
13073,about_to_sleep,412,2,418.08000000000004
13074,at_Risk,512,4,1378.74
13076,hibernating,458,1,135.4
13077,champions,367,8,2335.3999999999996
13078,champions,367,32,16904.51
13079,about_to_sleep,418,1,199.07999999999998
13080,need_attention,402,3,222.65
13081,champions,372,19,30867.77
13082,loyal_customers,425,12,3722.12
13083,about_to_sleep,426,1,91.67999999999999
13084,hibernating,492,1,122.39999999999999
13085,at_Risk,680,6,2017.2
13086,promising,383,1,439.33
13087,hibernating,727,1,313.64
13088,about_to_sleep,418,1,236.10999999999999
13089,champions,369,109,57912.03
13090,champions,366,13,5192.27
13091,hibernating,730,2,1976.0000000000002
13092,loyal_customers,415,7,1662.45
13093,champions,374,48,47111.18
13094,potential_loyalists,369,2,505.80000000000007
13096,promising,395,1,419.70000000000005
13097,loyal_customers,389,18,7378.8
13101,at_Risk,499,3,594.21
13102,champions,366,14,5272.83
13103,hibernating,438,2,465.7
13104,need_attention,416,3,610.6199999999999
13105,hibernating,437,1,72.0
13106,about_to_sleep,414,1,526.96
13107,loyal_customers,414,5,3721.45
13108,potential_loyalists,373,2,748.4599999999999
13109,hibernating,552,1,347.49000000000007
13110,at_Risk,438,5,1468.8
13111,hibernating,719,1,321.88000000000005
13112,hibernating,542,1,20.6
13113,champions,367,14,6379.7699999999995
13114,hibernating,731,1,234.38
13115,champions,380,6,3199.92
13117,champions,366,12,1658.9
13118,champions,377,4,1217.6
13119,hibernating,669,1,134.9
13123,hibernating,473,2,506.74999999999994
13124,promising,386,1,916.1199999999999
13125,hibernating,524,1,158.57
13126,champions,367,7,1898.6099999999997
13128,hibernating,632,1,263.5
13129,hibernating,453,2,233.25
13131,loyal_customers,419,4,2240.47
13133,hibernating,460,1,90.65
13134,about_to_sleep,403,2,681.65
13135,hibernating,492,1,275.45
13136,champions,376,8,3666.95
13137,loyal_customers,387,8,4062.29
13138,potential_loyalists,373,2,504.85
13139,hibernating,438,1,3138.04
13140,potential_loyalists,367,3,791.9599999999999
13141,loyal_customers,386,12,5279.83
13143,hibernating,585,1,405.1
13144,about_to_sleep,432,1,24.4
13145,champions,373,4,805.0
13148,loyal_customers,390,14,4914.6900000000005
13150,at_Risk,485,3,449.96999999999997
13151,hibernating,626,2,1322.8700000000001
13152,loyal_customers,418,7,2146.38
13154,potential_loyalists,400,3,1624.8400000000001
13155,potential_loyalists,369,3,778.4200000000002
13156,potential_loyalists,386,3,1586.54
13157,loyal_customers,410,5,3946.1399999999994
13158,promising,389,1,307.12
13161,hibernating,501,1,366.13
13162,loyal_customers,381,12,7587.200000000001
13163,hibernating,611,1,17.65
13164,hibernating,570,2,372.2
13165,about_to_sleep,414,1,429.68
13166,about_to_sleep,415,1,466.98
13167,promising,391,1,333.82
13168,hibernating,543,1,556.1200000000001
13169,hibernating,563,1,127.20000000000002
13172,promising,401,1,69.6
13173,champions,368,10,2285.7
13174,champions,370,10,6677.81
13175,hibernating,583,2,831.45
13177,about_to_sleep,431,1,229.75
13178,loyal_customers,398,10,8333.720000000001
13179,hibernating,619,1,572.31
13180,hibernating,608,1,86.10000000000001
13181,promising,382,1,359.69
13183,loyal_customers,395,6,3078.3999999999996
13187,at_Risk,625,3,130.98999999999998
13190,at_Risk,545,3,570.66
13191,hibernating,659,1,164.69000000000003
13192,at_Risk,536,4,1646.64
13194,about_to_sleep,422,1,412.08
13195,about_to_sleep,415,1,172.38
13196,at_Risk,444,3,1271.06
13197,hibernating,610,1,373.01000000000005
13198,potential_loyalists,388,2,1572.99
13199,champions,367,30,6615.77
13201,at_Risk,503,4,1240.6100000000001
13202,loyal_customers,395,7,1580.3000000000002
13203,loyal_customers,387,6,1778.79
13204,hibernating,732,1,966.6599999999999
13205,hibernating,444,1,2803.2
13206,loyal_customers,401,13,8377.32
13207,hibernating,452,2,285.6
13208,at_Risk,450,3,764.5999999999999
13209,at_Risk,515,5,2617.9
13211,loyal_customers,382,7,1531.9
13213,loyal_customers,384,6,2330.94
13214,loyal_customers,418,7,3264.23
13215,about_to_sleep,403,1,81.6
13217,hibernating,656,1,132.5
13219,hibernating,619,1,76.23
13220,hibernating,576,1,516.8000000000001
13222,hibernating,578,1,88.5
13223,loyal_customers,424,4,805.9200000000001
13225,loyal_customers,422,9,9796.230000000001
13226,promising,394,1,204.25
13230,champions,366,17,3553.8100000000004
13233,about_to_sleep,421,2,571.34
13234,hibernating,673,2,356.94999999999993
13237,promising,388,1,643.0
13238,about_to_sleep,431,2,305.9
13239,at_Risk,438,4,1265.13
13240,champions,366,5,1074.87
13241,about_to_sleep,412,1,115.58
13242,at_Risk,452,4,429.0
13243,at_Risk,450,4,677.97
13245,about_to_sleep,433,1,558.7199999999999
13246,loyal_customers,394,5,1400.13
13249,loyal_customers,402,6,897.52
13250,hibernating,461,2,256.03999999999996
13251,about_to_sleep,403,1,252.68
13252,potential_loyalists,395,2,399.3
13253,about_to_sleep,431,2,1920.7099999999998
13254,new_customers,377,1,51.410000000000004
13255,potential_loyalists,374,2,504.95
13257,hibernating,437,1,149.75
13258,potential_loyalists,380,2,336.59999999999997
13259,loyal_customers,398,8,1141.0600000000002
13262,potential_loyalists,390,2,373.15999999999997
13263,loyal_customers,394,4,1250.6200000000003
13264,hibernating,443,1,722.56
13266,loyal_customers,414,7,2300.78
13267,champions,367,18,5236.77
13269,champions,370,14,3545.4700000000003
13270,new_customers,367,1,590.0
13274,about_to_sleep,410,1,360.8500000000001
13275,potential_loyalists,384,2,241.66
13276,potential_loyalists,398,3,1348.33
13277,potential_loyalists,381,3,264.9
13278,potential_loyalists,400,3,893.1200000000001
13280,champions,380,4,1507.7700000000002
13281,hibernating,440,1,350.85
13282,about_to_sleep,407,1,181.05
13283,hibernating,568,2,279.70000000000005
13285,hibernating,601,2,655.47
13286,hibernating,601,1,734.91
13287,at_Risk,604,3,781.59
13288,at_Risk,444,5,927.6099999999999
13289,hibernating,724,1,307.95000000000005
13290,hibernating,439,1,208.63
13291,loyal_customers,415,10,2959.73
13292,need_attention,416,3,415.56999999999994
13293,loyal_customers,393,6,1192.94
13294,hibernating,647,1,815.79
13295,potential_loyalists,377,3,900.77
13296,loyal_customers,424,5,705.1099999999999
13297,potential_loyalists,386,3,2278.77
13299,about_to_sleep,424,2,1076.1999999999998
13300,potential_loyalists,389,2,913.6200000000001
13302,hibernating,527,1,95.45
13303,promising,401,1,61.72
13304,at_Risk,456,3,917.57
13305,champions,373,7,1753.8500000000001
13306,about_to_sleep,431,1,53.65
13307,hibernating,488,2,258.34
13308,hibernating,597,1,284.86
13309,promising,393,1,249.57999999999998
13310,potential_loyalists,381,2,409.16999999999996
13312,hibernating,452,1,124.75
13313,cant_loose,480,7,1890.0
13315,hibernating,690,1,310.26
13316,loyal_customers,393,6,7213.840000000001
13317,loyal_customers,386,13,4212.411
13319,champions,366,34,11236.95
13320,about_to_sleep,435,2,679.4
13324,loyal_customers,429,8,3391.5199999999995
13326,about_to_sleep,433,1,281.76
13327,champions,366,14,6251.71
13329,champions,367,7,4323.97
13330,at_Risk,456,3,1665.25
13331,about_to_sleep,402,1,262.4
13333,need_attention,412,3,1015.7399999999999
13334,hibernating,537,2,2726.9300000000003
13337,hibernating,547,1,1575.2599999999998
13338,at_Risk,542,3,1958.6000000000001
13340,loyal_customers,418,5,11364.080000000002
13346,at_Risk,463,6,299.40000000000003
13357,at_Risk,495,4,3228.4100000000003
13359,about_to_sleep,404,1,603.75
13360,loyal_customers,432,4,1553.65
13361,hibernating,473,2,1450.5
13362,potential_loyalists,379,3,2303.33
13363,about_to_sleep,410,1,731.3599999999999
13367,about_to_sleep,432,1,510.2
13368,about_to_sleep,415,2,498.1
13369,new_customers,366,1,308.28
13370,new_customers,372,1,754.8700000000001
13371,hibernating,506,2,2297.6600000000003
13373,need_attention,416,3,4274.9400000000005
13374,about_to_sleep,415,2,422.80000000000007
13375,hibernating,445,1,1013.58
13377,potential_loyalists,397,2,1552.8799999999999
13380,about_to_sleep,433,1,62.4
13381,champions,380,6,4585.0599999999995
13382,loyal_customers,429,4,1164.5900000000001
13383,hibernating,544,1,305.28000000000003
13384,loyal_customers,391,4,2528.8999999999996
13386,about_to_sleep,415,2,835.46
13387,about_to_sleep,418,1,189.44
13388,hibernating,604,1,508.55000000000007
13392,hibernating,678,1,91.14
13393,at_Risk,584,4,1131.45
13394,champions,380,11,4101.68
13395,potential_loyalists,401,2,872.51
13397,at_Risk,438,5,1647.7399999999998
13398,hibernating,449,1,213.00000000000003
13399,at_Risk,465,3,275.4
13400,hibernating,583,1,310.83000000000004
13402,potential_loyalists,373,3,913.9000000000001
13403,potential_loyalists,388,2,154.5
13405,at_Risk,482,3,641.36
13406,about_to_sleep,428,2,568.9200000000001
13407,at_Risk,579,3,2244.7
13408,champions,372,46,23616.422
13410,loyal_customers,394,4,1198.9
13412,hibernating,621,1,487.34999999999997
13413,at_Risk,640,6,429.44
13414,at_Risk,464,3,1103.6399999999999
13415,at_Risk,473,4,800.6700000000001
13416,hibernating,737,1,228.3
13417,at_Risk,548,4,1028.66
13418,champions,373,15,6106.17
13421,loyal_customers,407,6,2252.04
13423,about_to_sleep,429,1,217.02999999999997
13424,hibernating,450,1,572.77
13425,hibernating,509,2,1779.42
13426,loyal_customers,383,12,4526.0599999999995
13427,at_Risk,478,3,423.92999999999995
13428,hibernating,515,2,281.51000000000005
13431,loyal_customers,407,6,2047.14
13432,hibernating,572,2,439.09999999999997
13433,at_Risk,502,4,658.3199999999999
13434,potential_loyalists,386,3,1132.6200000000001
